Output,Model,Mean_R2,Std_R2,Min_R2,Max_R2,CV_R2_%,Mean_RMSE,Std_RMSE,Min_RMSE,Max_RMSE,CV_RMSE_%,Mean_MAE,Std_MAE,Min_MAE,Max_MAE,CV_MAE_%,Mean_MSE,Std_MSE,Min_MSE,Max_MSE
lv,ElasticNet,0.159550827060367,0.00892919460267802,0.1423705593178859,0.17636249019770156,5.596457735251731,1.0154099026708896,0.033669357719993964,0.9267235113881278,1.0651183106852917,3.3158390154982302,0.7376520294983073,0.010887173486045936,0.7162476930771434,0.7615430786505891,1.4759226641659933,1.0321342148089185,0.06755549470208783,0.8588164665595415,1.1344770157570896
lv,Decision Tree,0.6743806410243858,0.0363675534685609,0.6136751289200044,0.726159903504205,5.3927339037073345,0.6310042954024694,0.03890442787378166,0.5714920760363789,0.7059951511307764,6.165477502647982,0.374253088624567,0.015840091061712896,0.3468819257457933,0.4008105465883908,4.232454331887405,0.3996042975991438,0.04950167518110578,0.3266031929723703,0.4984291534201678
lv,Random Forest,0.8388591905042114,0.013755127103905874,0.8040134771146376,0.8552834275247836,1.639742075858775,0.4443220472773291,0.025163893917493362,0.39985619116258286,0.4883126940344567,5.663435805558172,0.2822731389657982,0.009967380259399966,0.26001169928925966,0.29856335398512346,3.531111850004145,0.1980236421759534,0.022456910453015188,0.15988497361104803,0.23844928715518895
lv,Extra Trees,0.8889897781598254,0.012699390560707055,0.8506103480319429,0.9072157067107726,1.4285193005249515,0.36862115537165663,0.025717266674124342,0.32177061107820276,0.4310060325097675,6.976611705368701,0.23826639537403488,0.009797075442659873,0.21572693359179956,0.25706121234550094,4.1118158636177995,0.13650986510246363,0.01926479446892262,0.10353632615364002,0.18576620005981076
lv,Gradient Boosting,0.6929614440595395,0.01736133096822149,0.6538390748832343,0.7325641725011689,2.505381954083119,0.6136298872296245,0.029528064096358567,0.5590593078710646,0.6775057653298333,4.8120316025788625,0.4290254216630161,0.012924787152526485,0.39871964625658285,0.4507083881848749,3.0125923779590003,0.37736994974225635,0.03641996691851165,0.31254730971727385,0.4590140620551631
lv,AdaBoost,0.2610760859120683,0.07780982922097004,0.07510347382139371,0.3385687623122692,29.8035068777524,0.949786974304371,0.032263366447342415,0.9048485071405074,1.0203550301492395,3.3969055504232704,0.8150974873409865,0.031197425053509798,0.7747133084715194,0.8705176606645739,3.8274470892165464,0.9030841751320416,0.06173111506105291,0.8187508208744049,1.0411243875508556
lv,Hist Gradient Boosting,0.821594316707276,0.017150318745630066,0.7890020611546908,0.8415463071846517,2.087443692936415,0.4674164233572811,0.02831463459839748,0.4142383357122208,0.5130727727328213,6.057689285931337,0.31240993248365734,0.011562230240643305,0.286443304243274,0.3314189070130065,3.700980358954543,0.2192397454299318,0.026541810890540828,0.17159339877363056,0.2632436701197453
lv,KNN,0.7956556676587501,0.022014967631845142,0.7564625480015688,0.8399748854502317,2.7668963506066766,0.5001293146069259,0.03375480297137639,0.4153050067617272,0.5603488158138769,6.749215050092756,0.304696688908418,0.013643441989740936,0.2682290792568938,0.331238385984035,4.477712586447473,0.2512117487166482,0.033290906556331185,0.1724782486413583,0.3139907953840141
lv,SVR,0.5092102126947428,0.0336916344398631,0.4568168560574848,0.5861235965970231,6.616449081326711,0.776042042762129,0.04663465668302511,0.6569275206926872,0.8411826577640259,6.009295130073189,0.45322506641717747,0.02024153340360656,0.4045212812808367,0.48490774630287753,4.466110747937969,0.6043073037781644,0.07093408947979839,0.43155376744344104,0.7075882637229504
lv,Bagging,0.8390439021567688,0.013501929836488546,0.8058848590864762,0.8551695228099013,1.609204214675982,0.4440646169793577,0.024628759227511735,0.3989641855233863,0.48597576942631115,5.546210683265629,0.28209982249390786,0.009769555954931319,0.2592432444996372,0.29644254664005815,3.463155654818712,0.19776963104505602,0.021958146029262434,0.15917242133033901,0.23617244846949514
lv,MLP Neural Network,0.7836709936462256,0.029391010776770303,0.6915368798809804,0.8118951531771343,3.750427285820707,0.5142622232379869,0.038639178448746474,0.442875969401305,0.6193337036063181,7.513516782442192,0.3480135775589457,0.0206748404441845,0.3062783663416826,0.39337512535557345,5.940814317993857,0.26588397105531136,0.040960152677561784,0.19613912427314567,0.3835742364227187
lv,XGBoost,0.8335800249053644,0.0144555883293825,0.808531659283637,0.8560144021253991,1.7341572371559204,0.45154588119652317,0.02616661751874838,0.3898405678156783,0.49664985660997696,5.794896733286793,0.29527735144053907,0.01179096224679274,0.2682305146904273,0.31686197898684276,3.9931820673916882,0.20454414010429844,0.023402097252098502,0.15197566831485046,0.2466610800707107
lv,LightGBM,0.8220847356171743,0.015160058863112485,0.7918205835442731,0.8442747923904916,1.8440993009961653,0.46692111196353336,0.027015175455982216,0.41300548295286094,0.5097615828579852,5.785811513721424,0.3117481236021806,0.010718102329846898,0.2831231632443283,0.32965875626988367,3.4380647447053074,0.21870865351693403,0.02522289620485647,0.1705735289491259,0.25985687135787855
