Feature,Pearson_Corr,Pearson_Abs,SHAP_Feasible,ALE_Importance,Pearson_Rank,SHAP_Rank,ALE_Rank,Rank_Variance,Agreement
srt,-0.25671399778414594,0.25671399778414594,0.5190314732014247,0.01210835434453025,3,1,1,1.3333333333333333,~ Partial
cn,-0.33282962986946757,0.33282962986946757,0.08143323251419711,0.006129052657949433,1,2,4,2.333333333333333,~ Partial
hrt,-0.2622339706619817,0.2622339706619817,0.07113526050341465,0.00746052860730698,2,3,3,0.33333333333333337,✓ Strong
mlss,0.12105770619347964,0.12105770619347964,0.048592934633292964,0.008112710579047541,5,4,2,2.333333333333333,~ Partial
air,-0.06406975101005848,0.06406975101005848,0.040376880950940656,0.003692496165388296,7,5,5,1.3333333333333335,~ Partial
glu,-0.10470375075185097,0.10470375075185097,0.033836484968601095,0.002502573494321629,6,6,7,0.33333333333333337,✓ Strong
fm,-0.14828916624913743,0.14828916624913743,0.03369004954322554,0.0027496375187189793,4,7,6,2.3333333333333335,~ Partial
