Input,Min,P05,Mean,Median,P95,Max,Std
glu,0.40274669652109657,0.4469492683241079,0.8543212457633373,0.8365562742031991,1.2980327902317312,1.3514898578865497,0.2715120004139218
mlss,1997.5768555258217,2380.9687343223923,4679.405863458489,4661.056426878895,6877.111902198849,7543.893082665596,1424.9020001052702
air,4471.504660574665,4618.934967510022,5828.682873993142,5832.5473969902105,7081.90159293597,7254.860449696074,764.6447407692666
fm,0.01326838533906423,0.015628022038032943,0.037116861399295834,0.0367501508133828,0.059951420318186024,0.0629320856835626,0.014038900102234176
cn,4.804052658156873,5.291445202612172,10.407593409870296,10.016820972680417,16.667689680351124,17.502797668546112,3.632543443505782
hrt,5.878200978588019,5.9899737875342645,7.010979599144811,6.99276149565762,8.072290617325507,8.885181915095863,0.6738266536510482
srt,43.32343515267948,45.0855096220871,61.93031832749866,61.261433245164056,81.70375898050247,99.5153072191585,11.626054546887328
